transaction_id,customer_id,store_id,transaction_timestamp,total_amount
T003177,C05729,S08876,2025-03-01 12:23:00,139745.9
T003178,C10912,S00516,2025-06-06 22:11:00,128191.1
T003179,C02759,S10275,2025-11-27 15:58:00,48730.61
T003180,C11794,S10344,2026-02-04 03:11:00,61305.61
T003181,C09749,S07206,2025-11-30 07:38:00,32364.74
T003182,C06518,S02308,2025-03-02 03:26:00,26054.09
T003183,C09006,S01632,2025-09-08 19:58:00,
T003184,C09174,S09169,2025-02-26 21:33:00,164614.84
T003185,C10852,S10079,2025-10-10 00:22:00,61734.95
T003186,C10286,S04365,2025-09-14 21:59:00,69210.04
T003187,C11769,S02533,2025-05-18 23:58:00,169045.09
T003188,C02414,S01826,2026-01-26 16:27:00,161161.15
T003189,C12209,S01097,2025-07-29 12:36:00,116404.52
T003190,C05606,S08685,2026-02-01 15:15:00,116995.33
T003191,C09205,S05031,2025-04-19 00:48:00,159888.34
T003192,C09682,S03684,2025-04-15 05:03:00,30911.75
T003193,C00234,S07714,2025-07-12 12:47:00,136112.87
T003194,C01514,S04113,2025-01-04 01:30:00,73419.46
T003195,C10405,S00985,2025-03-04 20:26:00,40707.78
T003196,C02935,S01408,2025-08-27 12:38:00,95728.51
T003197,C01718,S05053,2025-10-03 19:24:00,37880.86
T003198,C06796,S03742,2026-03-16 14:10:00,42900.17
T003199,C00061,S03054,2025-09-28 08:44:00,175890.22
T003200,C02540,S01085,2025-11-06 10:53:00,124881.81
T003201,C01521,S08642,2025-10-21 03:15:00,67604.69
T003202,C02539,S09336,2025-07-25 05:32:00,121289.16
T003203,C04281,S06804,2025-04-08 18:10:00,96425.97
T003204,C12418,S07637,2026-01-13 13:42:00,18158.7
T003205,C12047,S03376,2025-04-08 09:01:00,83234.93
T003206,C00214,S10299,2025-08-05 19:09:00,94383.08
T003207,C11564,S00887,2025-04-24 17:30:00,66493.98
T002031,C01329,S09423,2025-08-12 06:57:00,108575.49
T003209,C01301,S05604,2025-03-30 12:33:00,77548.47
T003210,C09155,S09164,2025-12-03 07:58:00,96292.18
T003211,C02276,S01127,2025-04-26 20:47:00,76303.1
T003212,C10591,S02348,2025-02-09 08:21:00,49057.98
T003213,C03795,S08089,2026-03-25 06:39:00,65976.85
T003214,C12257,S03446,2026-01-06 15:39:00,139856.97
T003215,C09304,S02304,2025-01-21 02:06:00,160338.02
T003216,C06227,S04964,2025-01-03 23:19:00,26841.05
T003217,C11492,S01698,2025-10-04 20:24:00,43227.85
T003218,C07469,S02667,2025-02-20 14:36:00,134480.9
T003219,C07516,S00655,2025-11-27 14:31:00,138519.0
T003220,C00912,S10458,2025-11-12 17:37:00,125654.35
T003221,C07063,S07908,2025-02-11 10:28:00,151629.4
T003222,C11907,S04796,2025-11-29 16:39:00,114599.32
T003223,C03687,S09910,2025-12-25 18:56:00,5902.87
T003224,C11956,S07050,2026-03-23 22:55:00,43577.06
T003225,C11513,S05298,2025-03-21 09:20:00,115389.99
T003226,C03908,S05014,2025-05-29 14:26:00,5110.55
T003227,C08184,S08596,2025-04-23 01:58:00,166163.91
T003228,C08168,S10176,2026-02-28 15:02:00,164514.95
T003229,C12313,S03670,2025-06-20 17:21:00,118367.3
T002203,C04378,S06567,2025-05-27 18:24:00,41639.06
T003231,C06661,S01139,2025-06-24 02:31:00,92785.87
T003232,C04048,S03252,2025-07-27 10:39:00,30225.36
T003233,C00945,S10002,2026-01-06 03:10:00,135604.27
T003234,C00423,S08220,2025-12-12 00:42:00,137412.17
T003235,C08696,S06053,2025-07-14 19:24:00,15308.23
T003236,C02237,S03756,2025-04-25 23:24:00,98115.83
T003237,C08401,S01972,2025-09-23 03:37:00,19723.59
T003238,C03972,S08971,2025-12-26 16:14:00,158485.01
T003239,C09217,S06800,2026-02-07 14:04:00,100729.39
T003240,C11628,S05660,2025-03-04 08:42:00,47699.77
T003241,C00128,S01611,2025-08-26 11:59:00,160926.6
T003242,C00199,S06652,2025-06-03 04:10:00,143599.59
T003243,C09879,S04212,2025-05-05 03:57:00,129774.77
T003244,C06279,S08555,2026-02-15 07:07:00,
T003245,C06166,S05703,2025-12-03 02:36:00,151875.77
T003246,C11712,S08507,2025-10-31 02:36:00,162148.94
T003247,C10242,S05122,2025-09-18 22:55:00,3623.07
T003248,C09592,S07565,2026-02-17 10:32:00,107182.03
T003249,C02935,S05922,2025-12-12 05:24:00,21955.16
T003250,C02461,S09988,2025-12-05 15:21:00,167853.75
T003251,C10939,S07568,2026-01-12 00:56:00,110079.97
T003252,C05594,S05501,2025-12-04 11:13:00,14514.12
T003253,C03906,S07296,2025-01-11 00:38:00,43053.42
T003254,C02737,S07481,2025-10-09 00:23:00,70457.92
T003255,C05790,S06783,2025-07-04 04:36:00,23093.66
T003256,C12131,S03935,2026-03-20 08:20:00,94139.42
T003257,C06965,S04456,2025-07-10 21:00:00,137715.81
T003258,C08493,S06048,2025-05-12 07:10:00,27050.56
T003259,C04163,S06207,2025-03-18 13:08:00,5741.37
T003260,C09154,S04681,2025-04-16 15:05:00,55975.73
T003261,C10613,S00576,2026-03-25 06:23:00,38609.58
T003262,C07937,S07634,2026-01-05 08:23:00,83128.36
T003263,C10180,S07676,2025-02-13 20:26:00,122977.4
T003264,C09107,S02365,2025-09-08 03:16:00,137368.67
T003265,C04989,S09658,2025-09-05 23:08:00,99123.24
T003266,C03251,S02318,2025-09-10 14:20:00,36468.13
T003267,C11301,S02439,2025-09-22 14:26:00,131253.33
T003268,C00904,S03872,2025-06-19 22:01:00,95875.3
T003269,C08612,S06825,2025-02-15 16:10:00,142594.93
T003270,C01360,S04806,2026-03-11 06:47:00,102550.97
T003271,C03985,S07676,2025-08-17 05:15:00,127606.83
T003272,C00937,S09193,2025-12-18 17:19:00,14043.02
T003273,C07759,S01068,2025-06-20 06:49:00,122922.36
T003274,C04445,S03772,2025-03-05 03:28:00,106833.82
T003275,C02375,S10178,2025-02-04 22:13:00,102290.38
T003276,C08715,S01239,2025-08-19 22:12:00,23265.64
T003277,C00998,S06119,2025-04-16 09:09:00,51124.03
T003278,C11009,S10167,2025-08-10 05:40:00,150562.83
T003279,C11693,S03284,2025-11-23 00:58:00,14298.79
T003280,C05229,S05822,2025-04-09 20:17:00,51542.66
T003281,C10799,S02811,2025-09-24 13:54:00,526.98
T003282,C01295,S00791,2025-01-14 17:39:00,105621.33
T003283,C10363,S09693,2025-10-10 22:54:00,90046.38
T003284,C03278,S01314,2025-03-29 09:30:00,174353.11
T003285,C03134,S06431,2025-07-25 15:29:00,136211.57
T003286,C09915,S06120,2025-05-28 11:33:00,171606.93
T003287,C06411,S00790,2025-01-30 03:50:00,135583.97
T003288,C01051,S04384,2026-01-11 07:57:00,32595.35
T003289,C06901,S09168,2025-11-12 04:20:00,174982.73
T003290,C05311,S04984,2025-01-06 14:12:00,74721.68
T003291,C07547,S03206,2025-10-29 01:11:00,2305.3
T003292,C05621,S06599,2025-11-26 20:55:00,92350.27
T003293,C04104,S07130,2026-03-26 00:49:00,35985.15
T003294,C09711,S01856,2025-07-18 15:18:00,86260.07
T003295,C08316,S03852,2026-01-02 18:00:00,10222.54
T003296,C01621,S05183,2025-09-22 20:25:00,139854.14
T003297,C11736,S04296,2025-07-03 19:30:00,24178.49
T003298,C02511,S08758,2025-03-29 07:08:00,104094.89
T003299,C09745,S01501,2026-01-24 03:09:00,10864.05
T003300,C04486,S09454,2025-02-21 09:16:00,129797.0
T003301,C03563,S08866,2026-02-21 18:43:00,101494.12
T003302,C09259,S00201,2025-04-29 20:15:00,152254.26
T003303,C10550,S01231,2025-11-11 14:17:00,25001.82
T003304,C10374,S10151,2025-03-15 04:55:00,95393.58
T003305,C03855,S08792,2026-03-06 05:38:00,18107.17
T003306,C00983,S00055,2025-05-31 09:55:00,157.9
T003307,C10245,S08947,2025-11-07 10:19:00,57309.14
T003308,C12026,S02734,2026-02-12 13:45:00,122064.71
T003309,C05173,S03743,2026-03-14 16:49:00,137563.06
T003310,C01632,S02567,2025-08-14 20:53:00,15977.08
T003311,C10359,S04632,2026-02-10 02:53:00,90232.53
T003312,C12404,S08710,2026-02-16 20:14:00,104797.52
T003313,C00964,S09617,2026-03-08 01:09:00,38738.4
T003314,C04089,S01864,2025-06-30 16:55:00,145941.06
T003315,C07192,S04676,2025-06-02 13:55:00,175734.67
T003316,C10257,S00275,2026-01-14 07:21:00,41706.29
T003317,C03511,S01862,2025-07-17 07:26:00,108739.05
T003318,C11101,S08709,2025-09-15 10:45:00,59676.89
T003319,C01637,S05333,2025-03-05 08:29:00,99743.29
T003320,C11077,S07298,2025-03-20 06:09:00,40749.74
T003321,C00681,S09195,2026-01-14 02:05:00,98722.46
T003322,C10628,S06754,2026-03-18 07:01:00,109322.04
T003323,C00604,S03046,2025-12-11 20:39:00,61995.29
T003324,C10623,S05344,2025-06-04 12:50:00,37856.16
T003325,C06762,S01018,2025-11-17 23:47:00,38080.33
T003326,C11532,S06799,2025-04-12 09:23:00,108191.27
T003327,C07077,S06761,2026-03-18 09:26:00,108864.04
T003328,C05467,S09926,2026-01-30 15:22:00,165062.03
T003329,C00490,S08943,2025-08-21 20:03:00,45607.62
T003330,C07740,S02262,2025-11-10 05:12:00,78029.8
T003331,C02233,S04711,2025-09-13 12:35:00,115717.39
T003332,C07846,S08339,2025-01-14 20:53:00,172506.94
T003333,C02177,S10447,2025-02-26 14:04:00,19349.31
T003334,C10329,S01909,2025-10-08 05:50:00,73857.57
T003335,C05005,S04512,2025-03-06 17:37:00,5333.1
T003336,C11156,S05405,2026-01-15 21:42:00,179641.9
T003337,C04150,S03468,2025-06-06 04:18:00,146545.97
T003338,C07688,S03956,2026-02-02 16:24:00,159657.04
T003339,C03048,S10317,2025-04-22 06:08:00,135225.81
,C00555,S02283,2025-01-03 22:43:00,2756.48
T003341,C07454,S08395,2025-12-16 23:15:00,47527.15
T003342,C11448,S02024,2025-05-22 22:56:00,95771.7
T003343,C11631,S05155,2026-01-24 11:37:00,30753.1
T003344,C08286,S00803,2025-12-20 00:02:00,155626.11
T003345,C10804,S06936,2025-07-10 12:53:00,133412.07
T003346,C01536,S01908,2025-07-31 22:36:00,35812.25
T003347,C09674,S08527,2025-10-31 08:04:00,81282.39
T003348,C06235,S05757,2025-03-15 22:07:00,99285.57
T003349,C04154,S08957,2025-08-23 05:49:00,147898.1
T003350,C05895,S02221,2025-04-12 13:38:00,10732.48
T003351,C07060,S02325,2025-01-19 18:21:00,52795.46
T003352,C07359,S07407,2025-04-12 08:33:00,67894.5
T003353,C01481,S08066,2026-01-13 04:18:00,74852.05
T003354,C00229,S08364,2025-08-17 14:37:00,97822.84
T003355,C05598,S07388,2025-11-19 17:49:00,143539.36
T003356,C05822,S07927,2025-08-20 12:50:00,132074.65
T003357,C07877,S09257,2026-02-18 07:45:00,66156.9
T003358,C01951,S01740,2026-02-01 20:33:00,83020.82
T003359,C04927,S00878,2025-10-19 08:53:00,3629.07
T003360,C10457,S10052,2025-06-19 07:34:00,74265.25
T003361,C03777,S05463,2025-04-10 22:11:00,115375.41
T003362,C04045,S06186,2025-04-27 09:19:00,64491.73
T003363,C05394,S10439,2025-03-11 06:50:00,
T001546,C09191,S07590,2025-04-13 16:10:00,166170.9
T003365,C06605,S06476,2025-07-31 21:59:00,178614.26
T003366,C07916,S04080,2025-08-28 17:17:00,96269.51
T003367,C04622,S06045,2025-06-22 16:06:00,142043.95
T003368,C00056,S01473,2026-02-24 07:31:00,13063.13
T003369,C06771,S03531,2025-06-18 14:05:00,157512.86
T003370,C06774,S07543,2026-03-01 00:14:00,46680.2
T003371,C07638,S08186,2025-01-02 02:55:00,81584.21
T003372,C09099,S03241,2025-10-10 17:58:00,131578.28
T003373,C06330,S06595,2026-01-13 07:49:00,50848.17
T003374,C05771,S01905,2026-03-08 22:35:00,29712.27
T003375,C02690,S03031,2025-02-18 04:58:00,155390.41
T003376,C07698,S05153,2026-01-24 22:38:00,22969.71
T003377,C06333,S02364,2026-01-14 07:37:00,164093.12
T003378,C09847,S10233,2025-06-12 14:39:00,64126.62
T003379,C02164,S09268,2025-03-13 11:56:00,21831.56
T003380,C08479,S07546,2025-04-15 00:27:00,101399.16
T003381,C03237,S04638,2026-02-11 07:48:00,135480.46
T003382,C05560,S01335,2025-11-24 12:23:00,13125.48
T003383,C00976,S07611,2025-07-08 04:47:00,42652.36
T003384,C12157,S04128,2025-07-17 21:26:00,29623.42
T003385,C09119,S06692,2025-09-30 00:10:00,148560.91
T003386,C02239,S06681,2025-11-28 13:38:00,102194.16
T003387,C05598,S07415,2025-01-22 00:32:00,124594.08
T003388,C00869,S01309,2025-01-27 03:28:00,57147.17
T003389,C12093,S09934,2025-10-20 02:02:00,29183.15
T003390,C09963,S00589,2025-01-30 19:59:00,154274.56
T003391,C12381,S07046,2025-08-02 18:13:00,79194.42
,C11642,S05664,2025-01-02 15:41:00,63019.69
T003393,C04431,S01296,2025-02-15 14:48:00,167391.65
T003394,C07331,S09508,2025-01-26 01:06:00,34107.07
T003395,C10360,S04810,2025-05-13 12:59:00,14041.03
T003396,C08146,S02044,2025-10-05 10:31:00,62716.74
T003397,C06089,S09179,2025-11-29 16:55:00,156533.59
T003398,C06434,S00002,2025-07-14 16:18:00,95306.87
T003399,C06791,S02543,2025-10-10 17:54:00,54547.25
T003400,C00508,S01762,2025-08-05 13:40:00,25552.57
T003401,C05384,S09742,2025-08-12 05:48:00,12239.06
T003402,C02586,S10339,2025-06-01 23:27:00,3778.42
T003403,C07664,S03985,2025-07-02 22:11:00,70230.75
T003404,C03304,S06591,2025-11-17 04:23:00,74654.32
T003405,C12464,S05150,2025-09-14 07:10:00,166498.56
T003406,C12259,S04114,2025-08-13 14:46:00,141963.4
T003407,C08352,S00471,2025-01-17 12:47:00,168966.96
T003408,C02955,S07599,2025-03-27 14:32:00,
T003409,C07079,S05585,2025-12-19 18:35:00,175580.46
T003410,C08825,S08368,2025-03-25 10:50:00,131799.61
T003411,C00458,S03644,2025-12-24 06:42:00,13356.0
T003412,C04381,S02594,2025-08-13 13:00:00,47935.6
T003413,C02931,S06690,2025-06-27 06:17:00,125552.52
T003414,C08639,S00016,2025-03-04 12:16:00,81923.21
T003415,C06686,S05382,2025-11-11 08:08:00,82013.37
T003416,C01680,S01318,2025-10-02 06:26:00,143753.68
T003417,C07834,S00609,2025-06-17 19:38:00,164815.83
T003418,C06275,S00027,2025-11-09 13:02:00,24315.9
T003419,C01848,S10197,2025-03-11 18:06:00,88809.92
T003420,C07586,S08106,2026-01-01 00:59:00,167747.77
T003421,C00798,S00304,2025-08-31 21:24:00,154356.7
T003422,C03681,S02060,2025-05-19 04:07:00,50446.47
T003423,C10196,S04880,2025-07-19 11:28:00,21891.02
T003424,C06497,S02823,2025-04-25 14:49:00,100797.66
T003425,C08933,S01513,2025-10-27 07:38:00,66133.2
T003426,C07128,S00864,2025-09-05 05:02:00,53494.18
T003427,C11714,S04054,2025-12-17 16:56:00,87868.58
T003428,C10978,S05079,2025-08-29 14:17:00,63771.62
T003429,C09903,S06322,2025-08-02 19:06:00,163294.1
T003430,C11725,S02254,2025-05-27 02:48:00,153107.24
T003431,C06201,S09123,2025-08-24 05:57:00,44494.86
T003432,C08433,S08568,2025-12-31 00:14:00,158454.31
T003433,C08673,S05998,2025-05-23 11:57:00,47448.31
T003434,C06120,S02859,2025-08-07 17:02:00,149477.11
T003435,C01244,S06979,2025-02-05 17:54:00,53702.12
T003436,C08336,S08673,2025-07-14 22:49:00,96212.31
T003437,C08289,S02166,2025-01-22 00:22:00,135006.12
T003438,C01664,S07357,2025-10-28 08:08:00,7401.61
T003439,C05279,S03216,2025-05-21 10:26:00,67217.38
T003440,C08522,S02715,2025-05-16 05:38:00,127418.86
T003441,C01769,S02271,2025-07-27 16:18:00,67380.35
T003442,C11436,S02982,2026-03-23 15:34:00,71511.61
T003443,C04441,S04272,2025-08-12 06:53:00,143554.03
T003444,C00262,S05524,2025-10-21 05:26:00,90003.22
T003445,C00636,S06838,2025-04-23 00:12:00,55970.37
T003446,C06965,S05326,2025-03-15 06:11:00,48997.12
T003447,C08048,S03392,2026-02-07 22:29:00,147154.92
T003448,C09008,S05598,2025-10-30 23:12:00,98328.05
T003449,C06552,S07237,2026-03-14 03:13:00,129427.4
T003450,C11879,S01134,2025-07-06 23:36:00,99897.73
T003451,C03747,S06012,2025-10-25 19:08:00,127582.08
T003452,C03766,S00646,2025-01-06 20:44:00,47112.67
T003453,C02908,S03776,2025-08-29 19:54:00,20594.85
T003454,C02581,S00754,2025-10-23 11:12:00,116699.38
T003455,C07544,S05076,2026-02-16 06:09:00,67215.37
T003456,C08731,S02678,2025-01-07 18:17:00,30517.9
T003457,C10262,S01535,2025-03-07 20:08:00,44877.0
T003458,C02994,S06998,2025-06-15 20:55:00,13692.41
T003459,C03408,S06863,2025-04-24 14:54:00,10861.67
T003460,C02770,S08564,2025-11-01 07:48:00,179048.34
T003004,C08170,S02171,2025-04-19 13:18:00,66875.62
T003462,C02100,S02621,2025-04-21 01:19:00,145093.75
T003463,C07659,S08246,2025-04-25 23:47:00,133834.02
T003464,C03594,S04773,2026-01-31 11:26:00,32016.5
T003465,C07976,S08028,2025-10-02 19:24:00,159439.99
T003466,C12055,S00351,2025-07-18 08:55:00,113962.98
T003467,C07112,S10403,2026-02-20 00:10:00,146865.03
T003468,C06085,S10141,2025-09-26 04:21:00,82644.72
T003469,C04810,S06553,2025-06-06 13:54:00,92804.74
T003470,C11150,S09106,2025-06-09 13:12:00,154312.73
T003471,C00170,S10288,2025-11-24 12:10:00,63584.22
T003472,C02823,S08588,2025-01-06 00:05:00,74641.65
T003473,C01316,S07893,2026-02-06 03:59:00,109226.29
T003474,C08729,S03630,2025-08-31 01:41:00,77663.78
T003475,C09526,S02705,2025-08-03 03:36:00,25229.89
T003476,C10640,S01069,2025-06-11 08:32:00,174050.39
T003477,C08228,S04910,2025-03-11 19:47:00,18377.05
T003478,C06559,S05940,2025-10-14 13:13:00,4333.21
T003479,C10156,S00724,2025-09-07 11:40:00,139727.4
T003480,C02008,S00198,2025-08-07 12:52:00,105163.94
T003481,C01233,S03628,2025-03-28 16:55:00,173256.02
T003482,C06413,S07651,2025-11-12 16:03:00,139635.42
T003483,C12428,S02709,2026-03-02 16:30:00,89786.68
T003484,C11683,S04470,2025-07-01 01:41:00,73904.15
T003485,C00121,S02438,2025-10-20 01:58:00,129143.86
T003486,C03439,S05895,2025-11-08 03:07:00,59696.54
T003487,C03411,S02443,2025-04-09 08:42:00,130475.89
T003488,C07606,S00517,2025-08-22 08:16:00,2715.03
T003489,C09654,S06765,2025-02-14 18:38:00,149211.92
T003490,C02344,S06525,2025-09-19 02:36:00,18100.01
T003491,C01651,S02719,2025-06-01 21:38:00,7255.84
T003492,C00687,S01501,2026-03-19 13:33:00,74977.8
T003493,C11394,S08282,2026-01-31 06:34:00,15789.48
T003494,C11820,S10320,2025-11-10 15:44:00,158823.45
,C05218,S10403,2025-04-17 04:21:00,135925.76
T003496,C02529,S09118,2025-06-17 12:16:00,135745.55
T003497,C10803,S07572,2026-02-21 14:06:00,72837.89
T003498,C10656,S02576,2025-12-18 23:26:00,4789.9
T003499,C12185,S09700,2025-11-17 16:33:00,18503.85
T003500,C06969,S08917,2025-12-16 22:41:00,23678.11
T003501,C10982,S06690,2025-02-10 11:49:00,161612.97
T003502,C03519,S03722,2025-04-17 23:32:00,98555.78
T003503,C07645,S04786,2025-10-24 06:41:00,25134.27
T003504,C02065,S07752,2025-05-02 13:40:00,79955.74
T003505,C01130,S04668,2025-01-07 19:50:00,161660.59
T003506,C06414,S08574,2025-02-09 06:35:00,18511.87
T003507,C03287,S09055,2025-01-12 22:34:00,145331.14
T003508,C12274,S07316,2025-10-15 14:55:00,174085.92
T003509,C11648,S00674,2025-03-23 19:15:00,76156.59
T003510,C02047,S00430,2025-02-05 11:59:00,133234.55
T003511,C07885,S00785,2026-03-10 13:11:00,165080.28
T003512,C05114,S03291,2026-01-11 22:24:00,141998.44
T003513,C02677,S08798,2025-09-21 13:47:00,105370.65
T003514,C00981,S01602,2025-05-16 09:11:00,127931.12
T003515,C12293,S07563,2025-01-27 01:56:00,166280.12
T003516,C09488,S05772,2025-11-28 12:14:00,148002.47
T003517,C01076,S03209,2025-07-06 13:01:00,70445.16
T003518,C06015,S05808,2025-08-16 22:37:00,51950.49
T003519,C03657,S04621,2025-03-07 03:56:00,177926.39
T003520,C01904,S06029,2025-12-29 09:20:00,152962.7
T003521,C04155,S03203,2026-01-03 21:12:00,104577.0
T003522,C08798,S06817,2025-07-30 00:48:00,70384.32
T003523,C12353,S02103,2025-07-25 04:14:00,96768.68
T003524,C00896,S03141,2026-03-27 17:30:00,57858.77
T003525,C04383,S03070,2025-06-11 12:07:00,99062.6
T003526,C02491,S02808,2025-03-08 22:21:00,89867.44
T003527,C01151,S08789,2025-05-28 04:41:00,169404.03
T001105,C09920,S06253,2025-01-08 22:43:00,108141.48
T003529,C07743,S08381,2025-05-30 19:34:00,72550.86
T003530,C03257,S03555,2025-08-13 18:16:00,95544.33
T003531,C05438,S00668,2025-02-13 11:03:00,
T003532,C08460,S03501,2025-09-07 06:58:00,4479.36
T002231,C06102,S09298,2025-06-24 12:05:00,168793.43
T003534,C04327,S05355,2025-12-03 23:45:00,161793.33
T003535,C00815,S02121,2026-03-25 01:38:00,157315.12
T003536,C00792,S09341,2025-08-24 15:15:00,96847.09
T003537,C02652,S00629,2025-06-28 11:46:00,154866.06
T003538,C06738,S10405,2025-04-08 01:35:00,126790.07
T003539,C00701,S02467,2025-09-06 06:42:00,136849.37
T003540,C03736,S02633,2026-02-21 07:32:00,21363.84
T003541,C05308,S07066,2025-04-23 00:55:00,160317.48
T003542,C06063,S06548,2025-01-27 07:13:00,56442.7
T003543,C06854,S00969,2025-07-01 08:37:00,29235.54
T003544,C01146,S07408,2025-01-08 12:04:00,109002.38
T003545,C04429,S02554,2026-02-18 08:06:00,106603.44
T003546,C06570,S09894,2025-07-07 22:42:00,159665.2
T003547,C09327,S09365,2025-09-15 05:59:00,16260.81
T003548,C04359,S09637,2026-03-07 08:49:00,6113.29
T003549,C03346,S06153,2025-12-14 23:37:00,121748.06
T003550,C09295,S08978,2025-07-19 15:29:00,55557.63
T003551,C11010,S06718,2025-02-25 05:53:00,176774.48
T003552,C01109,S07441,2026-02-01 21:56:00,91156.45
T003553,C03233,S08193,2025-07-23 20:05:00,105780.98
T000613,C07852,S05834,2025-08-30 22:49:00,155962.99
T003555,C06300,S04415,2025-10-05 03:54:00,46220.64
T003556,C12391,S08771,2025-10-18 00:47:00,142228.96
T003557,C07822,S08632,2025-06-25 03:41:00,45382.45
T003558,C05772,S05206,2025-04-02 11:32:00,92838.13
T003559,C01538,S01030,2025-07-28 21:05:00,36892.78
T003560,C11450,S05968,2025-02-05 11:18:00,168133.25
T003561,C00359,S02520,2025-01-27 12:56:00,54350.75
T003562,C09902,S06209,2025-03-19 22:56:00,58590.5
T003563,C07710,S03836,2025-01-30 14:38:00,29277.89
T003564,C09256,S09410,2025-11-12 12:02:00,26985.09
T003565,C04579,S02950,2025-08-24 19:18:00,17613.76
T003566,C02387,S10150,2025-07-30 12:29:00,78715.49
T003567,C01318,S02469,2025-02-22 18:12:00,66784.03
T003568,C10823,S06502,2025-02-11 05:10:00,149786.45
T003569,C05945,S05179,2025-09-04 12:32:00,155307.14
T003570,C05717,S03194,2026-03-13 14:28:00,5927.61
T003571,C06812,S04455,2026-01-11 08:48:00,14219.56
T003572,C09458,S06219,2025-10-27 12:47:00,171853.3
T003573,C05323,S04534,2025-10-31 02:53:00,39048.74
T003574,C11097,S10158,2025-11-06 19:09:00,78871.15
T003575,C10896,S03846,2025-05-03 21:10:00,142848.73
T003576,C08541,S04169,2025-01-25 08:36:00,153968.82
T003577,C09835,S03892,2025-08-25 19:49:00,34491.97
T003578,C07136,S03205,2025-08-23 14:09:00,157780.15
T003579,C06820,S07422,2025-05-14 07:25:00,81901.84
T003580,C06439,S05387,2026-02-07 13:16:00,107295.46
T003581,C05549,S05061,2025-11-08 22:57:00,59801.67
T003582,C07942,S03489,2025-02-03 01:25:00,173885.98
T003583,C11686,S08699,2026-03-08 00:51:00,61560.59
T003584,C03779,S08006,2025-04-12 15:05:00,79829.38
T003585,C04268,S10486,2026-01-07 21:17:00,162052.54
T003586,C07715,S02038,2025-09-06 10:35:00,74636.58
T003587,C12371,S03593,2025-06-07 21:54:00,131628.52
T003588,C10549,S04585,2025-12-04 15:04:00,46476.42
T003589,C10078,S06194,2025-02-27 22:37:00,152107.22
T003590,C00009,S02969,2025-07-14 08:49:00,152532.13
T003591,C06083,S07475,2025-05-17 02:01:00,176455.37
T003592,C06950,S07509,2025-02-24 08:19:00,31536.03
T003593,C06662,S01370,2025-09-15 05:13:00,49070.7
T003594,C00936,S05593,2025-12-04 05:21:00,143213.02
T003595,C02598,S08291,2025-06-05 23:13:00,15398.77
T003596,C09789,S08975,2025-12-05 21:37:00,94129.1
T003597,C12143,S03836,2026-02-14 13:25:00,158660.28
T003598,C03366,S03429,2025-01-06 16:47:00,151872.03
T003599,C04098,S05449,2026-03-01 11:36:00,176459.05
T003600,C07560,S05013,2025-07-25 16:50:00,105282.95
T003601,C08005,S02022,2025-06-22 02:13:00,118312.61
T003602,C07470,S07341,2025-04-26 01:19:00,87659.18
T003603,C08766,S04921,2025-09-14 18:11:00,28142.17
T003604,C01372,S00659,2025-04-02 12:22:00,37691.64
T003605,C06908,S07642,2026-01-24 20:45:00,173306.5
T003606,C00908,S10056,2025-06-03 07:34:00,82631.83
T003607,C06029,S08764,2025-01-28 19:42:00,179639.03
T003608,C10274,S04966,2025-02-03 03:15:00,61017.47
T003609,C07936,S02381,2025-03-11 13:28:00,98257.77
T003610,C02885,S07199,2025-01-08 17:39:00,36861.92
T003611,C06391,S08039,2025-04-11 19:35:00,177688.03
T003612,C04262,S08796,2025-11-18 16:41:00,165851.05
T003613,C05594,S05256,2025-06-25 21:49:00,173426.63
T003614,C04480,S09691,2025-09-04 18:40:00,110687.93
T003615,C03906,S07005,2025-10-19 14:07:00,138574.44
T003616,C05282,S03643,2025-03-19 22:28:00,116925.03
T003617,C00317,S00583,2025-08-24 04:04:00,76929.91
T003618,C07940,S08683,2025-05-03 22:58:00,
T003619,C01298,S01876,2025-04-10 08:03:00,2912.56
T003620,C06092,S00826,2025-08-25 01:01:00,44889.96
T003621,C06944,S07812,2025-07-11 22:56:00,113599.5
T003622,C00500,S00341,2025-03-20 12:09:00,110595.68
T003623,C00717,S01590,2025-10-31 21:12:00,57411.01
T003624,C07587,S05121,2025-10-17 08:31:00,117315.89
T003625,C11979,S00320,2025-12-14 01:04:00,139126.07
T003626,C04266,S08315,2026-01-07 16:10:00,29289.57
T003627,C06775,S07566,2026-01-14 19:33:00,147815.48
T003628,C00796,S00145,2026-03-13 00:41:00,38762.79
T003629,C02631,S01409,2025-11-08 13:49:00,154067.47
T003630,C06396,S09954,2025-10-01 05:54:00,120266.26
T003631,C12213,S08691,2025-01-03 21:45:00,133969.88
T003632,C08438,S05589,2025-07-10 15:26:00,161175.7
T003633,C07002,S05987,2025-11-07 08:33:00,53587.51
T003634,C02094,S09604,2025-01-15 07:52:00,120392.93
T003635,C10336,S04531,2025-12-16 14:55:00,56698.36
T003636,C10124,S02742,2025-07-17 17:39:00,33565.26
T003637,C03858,S07896,2025-12-08 08:11:00,156045.34
T003638,C08544,S05235,2025-09-07 21:30:00,154959.33
T003639,C12463,S05592,2026-03-21 06:15:00,82221.49
T003640,C10329,S04089,2026-02-27 22:22:00,155358.75
T003641,C07215,S04491,2025-05-17 20:41:00,61006.22
T003642,C01529,S04830,2026-01-27 02:14:00,18392.73
