product_id,product_name,category,price,brand
P03410,LG Air Conditioner Plus,Home Appliances,6153.6,LG
P03411,Levis Jeans Pro,Fashion,48729.57,Levis
P03412,Adidas T-Shirt Max,Fashion,61315.33,Adidas
P03413,Cosco Badminton Racket Plus,Sports,93915.53,Cosco
P03414,Levis Dress Lite,Fashion,25096.02,Levis
P03415,Sony Laptop Max,Electronics,24482.92,Sony
P03416,Bosch Refrigerator Pro,Home Appliances,58424.39,Bosch
P03417,HarperCollins Dictionary Pro,Books,,HarperCollins
P03418,Nilkamal Office Chair Pro,Furniture,37173.67,Nilkamal
P03419,Whirlpool Microwave Pro,Home Appliances,35006.75,Whirlpool
P03420,H&M Saree Plus,Fashion,18795.05,H&M
P03421,Philips Washing Machine Plus,Home Appliances,22126.62,Philips
P03422,IFB Ceiling Fan Pro,Home Appliances,41916.88,IFB
P03423,Adidas Dress Deluxe,Fashion,90609.35,Adidas
P03424,Panasonic Ceiling Fan Max,Home Appliances,30842.59,Panasonic
P03425,Bosch Mixer Grinder Plus,Home Appliances,65006.23,Bosch
P03426,Amul Milk Powder Plus,Groceries,66639.38,Amul
P03427,Reebok Cricket Bat Plus,Sports,21793.37,Reebok
P03428,Levis Hoodie Max,Fashion,91979.04,Levis
P03429,McGrawHill Textbook Lite,Books,8650.7,McGrawHill
P03430,Puma Dumbbells Pro,Sports,23069.18,Puma
P03431,Samsung Smartwatch Deluxe,Electronics,80754.02,Samsung
P03432,McGrawHill Dictionary Standard,Books,98337.5,McGrawHill
P03433,Acer Mouse Standard,Electronics,63445.07,Acer
P03434,Lakme Lipstick Standard,Beauty,98622.37,Lakme
P03435,McGrawHill Guidebook Plus,Books,61623.33,McGrawHill
P03436,Tata Rice Standard,Groceries,30162.91,Tata
P03437,Reebok Football Pro,Sports,13205.51,Reebok
P03438,Britannia Biscuits Pro,Groceries,6272.99,Britannia
P03439,LG Mixer Grinder Lite,Home Appliances,52935.34,LG
P03440,Whirlpool Air Conditioner Plus,Home Appliances,7433.03,Whirlpool
P03441,Nilkamal Bookshelf Deluxe,Furniture,98760.67,Nilkamal
P03442,H&M Saree Deluxe,Fashion,67396.09,H&M
P03443,Puma Kurta Standard,Fashion,19762.78,Puma
P03444,LG Mixer Grinder Pro,Home Appliances,46535.19,LG
P03445,Adidas Saree Deluxe,Fashion,89088.41,Adidas
P03446,LG Air Conditioner Deluxe,Home Appliances,775.21,LG
P03447,IFB Mixer Grinder Pro,Home Appliances,73926.59,IFB
P03448,Samsung Camera Deluxe,Electronics,46867.86,Samsung
P03449,Nilkamal Sofa Pro,Furniture,52875.42,Nilkamal
P03450,LG Camera Pro,Electronics,27728.07,LG
P03451,LG Mixer Grinder Deluxe,Home Appliances,51304.35,LG
P03452,Philips Refrigerator Plus,Home Appliances,106.94,Philips
P03453,Levis Kurta Pro,Fashion,52859.94,Levis
P03454,Dell Keyboard Lite,Electronics,73177.38,Dell
P03455,Bosch Microwave Standard,Home Appliances,61288.06,Bosch
P03456,Scholastic Dictionary Standard,Books,82651.03,Scholastic
P03457,Panasonic Air Conditioner Max,Home Appliances,22288.95,Panasonic
P03458,Adidas Basketball Plus,Sports,60148.61,Adidas
P03459,Bosch Air Conditioner Standard,Home Appliances,13504.17,Bosch
P03460,H&M Sneakers Max,Fashion,70439.28,H&M
P03461,Nilkamal Office Chair Deluxe,Furniture,47880.56,Nilkamal
P03462,Nike Jacket Deluxe,Fashion,27084.12,Nike
P03463,Penguin Children Book Deluxe,Books,23419.69,Penguin
P03464,IFB Vacuum Cleaner Plus,Home Appliances,44437.81,IFB
P03465,HarperCollins Novel Standard,Books,47590.43,HarperCollins
P03466,Puma Kurta Pro,Fashion,23451.33,Puma
P03467,Dove Perfume Pro,Beauty,,Dove
P03468,Puma Saree Deluxe,Fashion,28798.12,Puma
P03469,Godrej Bed Frame Deluxe,Furniture,95592.57,Godrej
P03470,Urban Ladder Wardrobe Max,Furniture,94609.17,Urban Ladder
P01132,HarperCollins Dictionary Deluxe,Books,49973.68,HarperCollins
P03472,Adidas Football Standard,Sports,11382.05,Adidas
P03473,H&M Dress Max,Fashion,73608.32,H&M
P03474,Godrej Office Chair Pro,Furniture,26115.41,Godrej
P03475,Nestle Tea Pro,Groceries,73674.06,Nestle
P03476,Yonex Cricket Bat Plus,Sports,92797.82,Yonex
P03477,Levis Jeans Plus,Fashion,4813.63,Levis
P03478,H&M Cap Plus,Fashion,78233.84,H&M
P03479,Tata Wheat Flour Max,Groceries,37012.44,Tata
P03480,Nilkamal Sofa Standard,Furniture,79384.43,Nilkamal
P03481,LG Keyboard Standard,Electronics,31352.11,LG
P03482,Sony Camera Max,Electronics,1987.25,Sony
P03483,Urban Ladder Bed Frame Max,Furniture,31197.56,Urban Ladder
P03484,Nike Badminton Racket Lite,Sports,9491.64,Nike
P03485,Puma Sneakers Pro,Fashion,1362.35,Puma
P03486,Adidas Cap Plus,Fashion,94001.47,Adidas
P03487,Dove Soap Plus,Beauty,91193.12,Dove
P03488,L'Oreal Conditioner Max,Beauty,75517.8,L'Oreal
P03489,Asus Headphones Deluxe,Electronics,81469.36,Asus
P03490,Adidas Jeans Plus,Fashion,71212.81,Adidas
P03491,L'Oreal Face Wash Pro,Beauty,1112.87,L'Oreal
P03492,Apple Keyboard Standard,Electronics,99176.13,Apple
P03493,Oxford Children Book Pro,Books,22497.69,Oxford
P03494,Godrej Study Table Lite,Furniture,30453.52,Godrej
P03495,Puma Jacket Pro,Fashion,82358.83,Puma
P03496,HomeTown Study Table Plus,Furniture,69537.71,HomeTown
P03497,HomeTown Wardrobe Standard,Furniture,81000.13,HomeTown
P03498,Britannia Cooking Oil Max,Groceries,62008.45,Britannia
P03499,Britannia Pasta Plus,Groceries,,Britannia
P03500,Kellogg's Coffee Max,Groceries,12752.75,Kellogg's
P03501,Ikea Office Chair Deluxe,Furniture,99335.57,Ikea
P03502,Dove Face Wash Max,Beauty,45776.39,Dove
P03503,LG Microwave Pro,Home Appliances,74757.14,LG
P03504,L'Oreal Lipstick Max,Beauty,6441.89,L'Oreal
P03505,L'Oreal Lipstick Plus,Beauty,47725.89,L'Oreal
P03506,Dove Perfume Pro,Beauty,70427.51,Dove
P03507,Zara Sneakers Plus,Fashion,85504.84,Zara
P03508,Penguin Dictionary Standard,Books,77455.38,Penguin
P03509,Ikea Wardrobe Standard,Furniture,72436.32,Ikea
P03510,Amul Biscuits Max,Groceries,66571.53,Amul
P03511,Bosch Vacuum Cleaner Lite,Home Appliances,23017.08,Bosch
P03512,H&M Jacket Plus,Fashion,70295.57,H&M
P03513,Ikea Sofa Lite,Furniture,90191.1,Ikea
P03514,Maybelline Lipstick Standard,Beauty,95899.01,Maybelline
P03515,Amul Tea Standard,Groceries,57492.73,Amul
P03516,Whirlpool Mixer Grinder Plus,Home Appliances,20905.67,Whirlpool
P03517,Kellogg's Tea Deluxe,Groceries,,Kellogg's
P03518,L'Oreal Lipstick Deluxe,Beauty,70355.12,L'Oreal
P03519,Nike Cap Max,Fashion,48008.44,Nike
P03520,Lenovo Monitor Deluxe,Electronics,74494.35,Lenovo
P03521,Dove Conditioner Lite,Beauty,69759.23,Dove
P03522,Bosch Water Purifier Lite,Home Appliances,23446.96,Bosch
P03523,Lenovo Smartphone Plus,Electronics,74790.22,Lenovo
P03524,Dell Printer Plus,Electronics,82653.44,Dell
P03525,Scholastic Novel Plus,Books,97516.4,Scholastic
P03526,HomeTown Office Chair Deluxe,Furniture,86353.89,HomeTown
P03527,Scholastic Textbook Max,Books,8681.05,Scholastic
P03528,Bosch Ceiling Fan Deluxe,Home Appliances,42936.77,Bosch
P03529,Nike Badminton Racket Pro,Sports,,Nike
P03530,Godrej Office Chair Standard,Furniture,56060.19,Godrej
P03531,Philips Mixer Grinder Pro,Home Appliances,36557.04,Philips
P03532,Oxford Workbook Plus,Books,51211.75,Oxford
P03533,Philips Microwave Standard,Home Appliances,35070.2,Philips
P03534,Samsung Laptop Plus,Electronics,14432.23,Samsung
P03535,Adidas Badminton Racket Max,Sports,33066.75,Adidas
P03536,Adidas Running Shoes Lite,Sports,18185.95,Adidas
P03537,Reebok Cricket Bat Pro,Sports,63627.59,Reebok
P03538,Maybelline Face Wash Standard,Beauty,17428.43,Maybelline
P03539,Levis Hoodie Plus,Fashion,61851.24,Levis
P03540,Urban Ladder Bed Frame Pro,Furniture,44628.86,Urban Ladder
P03541,LG Water Purifier Deluxe,Home Appliances,80681.37,LG
P03542,Panasonic Refrigerator Deluxe,Home Appliances,23336.17,Panasonic
P03543,Samsung Tablet Plus,Electronics,21187.66,Samsung
P03544,H&M Saree Deluxe,Fashion,30547.47,H&M
P03545,Kellogg's Pasta Deluxe,Groceries,91223.51,Kellogg's
P03546,Adidas Basketball Lite,Sports,70200.13,Adidas
P03547,Reebok Cricket Bat Plus,Sports,39079.75,Reebok
P03548,Lakme Perfume Plus,Beauty,8170.04,Lakme
P03549,Nilkamal Study Table Plus,Furniture,25163.82,Nilkamal
P03550,Nilkamal Dining Table Plus,Furniture,91233.23,Nilkamal
P03551,HarperCollins Notebook Deluxe,Books,94694.25,HarperCollins
P03552,Maybelline Moisturizer Lite,Beauty,72375.2,Maybelline
P03553,LG Laptop Lite,Electronics,58278.6,LG
P03554,LG Vacuum Cleaner Pro,Home Appliances,35383.43,LG
P03555,Asus Smartphone Deluxe,Electronics,86334.12,Asus
P03556,IFB Vacuum Cleaner Plus,Home Appliances,69161.24,IFB
P03557,Yonex Dumbbells Deluxe,Sports,53320.14,Yonex
P03558,Bosch Air Conditioner Deluxe,Home Appliances,85284.28,Bosch
P03559,Lenovo Printer Plus,Electronics,65444.6,Lenovo
P03560,Britannia Biscuits Deluxe,Groceries,27583.1,Britannia
P03561,Nike Dumbbells Pro,Sports,31991.12,Nike
P03562,Puma Cap Pro,Fashion,5376.22,Puma
P03563,Godrej Bed Frame Standard,Furniture,92154.9,Godrej
P03564,Panasonic Vacuum Cleaner Lite,Home Appliances,65836.0,Panasonic
P03565,Kellogg's Biscuits Max,Groceries,40345.88,Kellogg's
P03566,Godrej Study Table Plus,Furniture,94933.64,Godrej
P03567,Nilkamal Bed Frame Standard,Furniture,61829.33,Nilkamal
P03568,HomeTown Sofa Pro,Furniture,18555.89,HomeTown
P03569,Urban Ladder Study Table Deluxe,Furniture,61332.79,Urban Ladder
P03570,HP Smartwatch Max,Electronics,44661.13,HP
P03571,Maybelline Soap Max,Beauty,61847.75,Maybelline
P03572,Maybelline Soap Standard,Beauty,17913.11,Maybelline
P03573,Philips Air Conditioner Plus,Home Appliances,33793.44,Philips
P03574,Whirlpool Water Purifier Lite,Home Appliances,79116.48,Whirlpool
P03575,IFB Washing Machine Lite,Home Appliances,15805.41,IFB
P03576,HarperCollins Novel Plus,Books,43430.63,HarperCollins
P03577,Acer Keyboard Lite,Electronics,2027.96,Acer
P03578,Adidas Dress Plus,Fashion,7501.99,Adidas
P03579,Nike Cricket Bat Deluxe,Sports,18144.67,Nike
P03580,Sony Laptop Deluxe,Electronics,67845.78,Sony
P03581,Lakme Lipstick Lite,Beauty,502.44,Lakme
P03582,Penguin Textbook Lite,Books,47786.07,Penguin
P03583,Aashirvaad Cereal Max,Groceries,2301.26,Aashirvaad
P03584,Penguin Notebook Plus,Books,4426.59,Penguin
P03585,Urban Ladder Bookshelf Max,Furniture,49411.34,Urban Ladder
P03586,Nilkamal Office Chair Deluxe,Furniture,59394.99,Nilkamal
P03587,Maybelline Face Wash Deluxe,Beauty,69673.52,Maybelline
P03588,H&M Dress Standard,Fashion,,H&M
P03589,,Sports,25214.29,Adidas
P03590,Nestle Cooking Oil Lite,Groceries,81061.14,Nestle
P03591,Apple Laptop Standard,Electronics,55005.89,Apple
P03592,H&M T-Shirt Lite,Fashion,86491.91,H&M
P03593,Yonex Basketball Plus,Sports,17434.63,Yonex
P03594,Levis Jeans Deluxe,Fashion,78020.19,Levis
P03595,,Beauty,49847.22,Biotique
P03596,Aashirvaad Rice Max,Groceries,88822.48,Aashirvaad
P03597,Nilkamal Dining Table Plus,Furniture,32102.99,Nilkamal
P03598,Adidas Hoodie Max,Fashion,30891.64,Adidas
P03599,Lenovo Camera Pro,Electronics,94821.48,Lenovo
P03600,Amul Biscuits Lite,Groceries,42354.71,Amul
P03601,Samsung Camera Plus,Electronics,79589.73,Samsung
P03602,IFB Vacuum Cleaner Standard,Home Appliances,75382.99,IFB
P03603,Godrej Dining Table Deluxe,Furniture,51242.18,Godrej
P03604,Cosco Cricket Bat Plus,Sports,61372.78,Cosco
P03605,Urban Ladder Bookshelf Plus,Furniture,85493.07,Urban Ladder
P03606,Apple Printer Plus,Electronics,80161.39,Apple
P03607,Asus Keyboard Standard,Electronics,2990.43,Asus
P03608,Nivea Shampoo Max,Beauty,2404.53,Nivea
P03609,HarperCollins Guidebook Pro,Books,54798.67,HarperCollins
P03610,Yonex Football Lite,Sports,45994.27,Yonex
P03611,Amul Milk Powder Standard,Groceries,66941.52,Amul
P03612,Biotique Face Wash Standard,Beauty,98048.81,Biotique
P03613,Cosco Dumbbells Plus,Sports,99733.03,Cosco
P03614,Amul Wheat Flour Deluxe,Groceries,62762.81,Amul
P03615,Amul Milk Powder Pro,Groceries,39382.73,Amul
P03616,L'Oreal Shampoo Plus,Beauty,73159.18,L'Oreal
P03617,Lenovo Smartwatch Max,Electronics,49949.53,Lenovo
P03618,Panasonic Washing Machine Lite,Home Appliances,97506.01,Panasonic
P03619,LG Keyboard Max,Electronics,75409.24,LG
P03620,Cosco Yoga Mat Lite,Sports,79212.22,Cosco
P03621,HomeTown Study Table Plus,Furniture,39885.36,HomeTown
,Cosco Badminton Racket Pro,Sports,14827.51,Cosco
P03623,Dell Smartphone Standard,Electronics,71596.7,Dell
P03624,Ikea Wardrobe Plus,Furniture,79938.82,Ikea
P03625,Penguin Workbook Deluxe,Books,65499.73,Penguin
P03626,Puma Badminton Racket Max,Sports,41011.95,Puma
P03627,Nike Badminton Racket Max,Sports,62536.95,Nike
P03628,Maybelline Shampoo Deluxe,Beauty,96629.11,Maybelline
P03629,Ikea Office Chair Max,Furniture,2242.38,Ikea
P03630,Lakme Shampoo Deluxe,Beauty,65268.21,Lakme
P03631,H&M Saree Standard,Fashion,6521.62,H&M
P03632,Dell Laptop Pro,Electronics,67161.8,Dell
P03633,Apple Laptop Deluxe,Electronics,30341.82,Apple
P03634,,Beauty,54321.73,Biotique
P03635,Godrej Office Chair Standard,Furniture,68829.73,Godrej
P03636,,Electronics,63326.27,Acer
P03637,Nilkamal Office Chair Max,Furniture,10194.35,Nilkamal
P03638,HarperCollins Dictionary Plus,Books,29239.1,HarperCollins
P03639,L'Oreal Conditioner Lite,Beauty,37256.94,L'Oreal
P03640,Levis Hoodie Lite,Fashion,55763.93,Levis
P03641,Yonex Basketball Max,Sports,35768.16,Yonex
P03642,HarperCollins Textbook Pro,Books,37115.18,HarperCollins
P03643,Panasonic Refrigerator Lite,Home Appliances,2263.98,Panasonic
P03644,Nike Cap Max,Fashion,67487.39,Nike
P03645,Urban Ladder Wardrobe Lite,Furniture,43354.37,Urban Ladder
P03646,Philips Washing Machine Pro,Home Appliances,13349.7,Philips
P03647,Oxford Textbook Lite,Books,44694.98,Oxford
P02768,Puma Dumbbells Lite,Sports,62318.66,Puma
P03649,Biotique Shampoo Pro,Beauty,68034.24,Biotique
P03650,Tata Cereal Lite,Groceries,87989.51,Tata
P03651,IFB Washing Machine Max,Home Appliances,20361.61,IFB
P03652,H&M Sneakers Standard,Fashion,39838.53,H&M
P03653,Philips Ceiling Fan Deluxe,Home Appliances,58525.49,Philips
P03654,Scholastic Children Book Plus,Books,,Scholastic
P03655,HarperCollins Dictionary Max,Books,96496.32,HarperCollins
P03656,Nestle Milk Powder Standard,Groceries,74107.51,Nestle
P03657,Zara Hoodie Pro,Fashion,97521.71,Zara
P03658,Nivea Soap Lite,Beauty,97440.42,Nivea
P03659,Puma Dumbbells Deluxe,Sports,5274.06,Puma
P03660,L'Oreal Shampoo Standard,Beauty,21294.37,L'Oreal
P03661,LG Washing Machine Plus,Home Appliances,87974.72,LG
P03662,Nivea Soap Plus,Beauty,64712.99,Nivea
P03663,Nike Yoga Mat Standard,Sports,39965.89,Nike
P03664,Puma Jeans Lite,Fashion,95562.63,Puma
P03665,Nivea Conditioner Pro,Beauty,71199.62,Nivea
P03666,,Sports,47628.27,Cosco
P03667,Dell Keyboard Pro,Electronics,32357.48,Dell
P03668,Penguin Notebook Lite,Books,50882.46,Penguin
P03669,Penguin Textbook Plus,Books,48012.48,Penguin
P03375,Oxford Workbook Pro,Books,50780.27,Oxford
P03671,Oxford Workbook Standard,Books,35840.14,Oxford
P03672,Maybelline Moisturizer Lite,Beauty,34819.1,Maybelline
P03673,Apple Headphones Lite,Electronics,8253.0,Apple
P03674,Scholastic Guidebook Pro,Books,42328.09,Scholastic
P03675,Urban Ladder Office Chair Deluxe,Furniture,27847.26,Urban Ladder
P01981,Ikea Bookshelf Max,Furniture,84643.15,Ikea
P03677,Ikea Sofa Standard,Furniture,1273.78,Ikea
P03678,Maybelline Conditioner Deluxe,Beauty,53614.06,Maybelline
P03679,Cosco Basketball Pro,Sports,287.31,Cosco
P03680,Urban Ladder Sofa Deluxe,Furniture,44707.24,Urban Ladder
P03681,Ikea Dining Table Deluxe,Furniture,68622.84,Ikea
P03682,Adidas Cricket Bat Pro,Sports,65520.4,Adidas
P03683,HarperCollins Notebook Pro,Books,36027.38,HarperCollins
P03684,Scholastic Workbook Deluxe,Books,15467.86,Scholastic
P03542,Panasonic Refrigerator Deluxe,Home Appliances,23336.17,Panasonic
P03686,Sony Monitor Standard,Electronics,5571.19,Sony
P03687,Acer Mouse Deluxe,Electronics,35243.05,Acer
P03688,Tata Wheat Flour Pro,Groceries,87954.46,Tata
P03689,Puma Dress Pro,Fashion,2553.37,Puma
P03690,Nike Hoodie Max,Fashion,34315.39,Nike
P03691,Ikea Bed Frame Standard,Furniture,57021.97,Ikea
P03692,Maybelline Perfume Pro,Beauty,38366.07,Maybelline
P03693,,Beauty,50255.3,Dove
P03694,Lenovo Printer Plus,Electronics,34933.76,Lenovo
P03695,Tata Milk Powder Max,Groceries,15014.32,Tata
P03696,Apple Monitor Standard,Electronics,28780.27,Apple
P03697,,Electronics,95384.5,Samsung
P03698,Bosch Ceiling Fan Pro,Home Appliances,39212.48,Bosch
P03699,Philips Vacuum Cleaner Deluxe,Home Appliances,29837.96,Philips
P03700,HarperCollins Textbook Standard,Books,1604.56,HarperCollins
P03701,L'Oreal Face Wash Standard,Beauty,36770.47,L'Oreal
,Asus Smartphone Pro,Electronics,20820.29,Asus
P03703,Kellogg's Milk Powder Pro,Groceries,26097.12,Kellogg's
P03704,Britannia Wheat Flour Lite,Groceries,40030.0,Britannia
P03705,Dove Soap Deluxe,Beauty,73610.72,Dove
P03706,Puma Basketball Deluxe,Sports,72748.6,Puma
P03707,Nilkamal Sofa Lite,Furniture,97008.08,Nilkamal
P03708,Kellogg's Wheat Flour Standard,Groceries,87732.82,Kellogg's
P03709,HarperCollins Dictionary Pro,Books,91427.77,HarperCollins
P03710,Zara Hoodie Lite,Fashion,79529.68,Zara
P03711,Scholastic Textbook Plus,Books,79307.46,Scholastic
P03712,Biotique Face Wash Lite,Beauty,,Biotique
P03713,Levis Saree Pro,Fashion,29348.01,Levis
P03714,Nike Cricket Bat Standard,Sports,18227.55,Nike
P03715,Dell Laptop Pro,Electronics,5699.34,Dell
P03716,Nilkamal Bed Frame Standard,Furniture,68080.86,Nilkamal
P03717,Dell Camera Standard,Electronics,3109.74,Dell
P03718,Aashirvaad Wheat Flour Standard,Groceries,75686.24,Aashirvaad
P03719,Britannia Tea Plus,Groceries,60114.96,Britannia
P03720,Ikea Wardrobe Deluxe,Furniture,47547.91,Ikea
P03721,Philips Ceiling Fan Plus,Home Appliances,81136.87,Philips
P03722,Penguin Textbook Max,Books,31508.34,Penguin
P03723,Yonex Basketball Deluxe,Sports,50437.5,Yonex
P03724,Puma Jeans Plus,Fashion,25094.23,Puma
P03725,HomeTown Office Chair Deluxe,Furniture,82929.65,HomeTown
P03726,Aashirvaad Pasta Max,Groceries,18145.87,Aashirvaad
P03727,Reebok Yoga Mat Standard,Sports,99152.49,Reebok
P03728,Nestle Wheat Flour Deluxe,Groceries,13193.94,Nestle
P03729,L'Oreal Shampoo Standard,Beauty,16105.26,L'Oreal
P03730,Amul Biscuits Pro,Groceries,21687.21,Amul
P01121,Dell Camera Plus,Electronics,54951.96,Dell
P03732,HomeTown Bed Frame Plus,Furniture,,HomeTown
P03733,HarperCollins Textbook Max,Books,42062.58,HarperCollins
P03734,Philips Mixer Grinder Plus,Home Appliances,41122.13,Philips
P03735,Nivea Perfume Max,Beauty,38869.57,Nivea
P03736,McGrawHill Children Book Plus,Books,24792.5,McGrawHill
P03737,Adidas Cricket Bat Standard,Sports,93466.08,Adidas
P03738,L'Oreal Perfume Max,Beauty,70657.44,L'Oreal
P03739,HomeTown Sofa Max,Furniture,51502.31,HomeTown
P03740,Britannia Cereal Plus,Groceries,94849.36,Britannia
P03741,Penguin Workbook Lite,Books,55360.71,Penguin
P03742,Dell Mouse Lite,Electronics,8698.87,Dell
P03743,HomeTown Wardrobe Max,Furniture,26105.67,HomeTown
P03744,Godrej Sofa Pro,Furniture,14639.96,Godrej
P03745,Reebok Dumbbells Max,Sports,78081.47,Reebok
P03746,Lakme Lipstick Lite,Beauty,11085.5,Lakme
P03747,Maybelline Face Wash Deluxe,Beauty,99136.53,Maybelline
P03748,Puma Football Max,Sports,74348.47,Puma
P03749,Whirlpool Ceiling Fan Pro,Home Appliances,50745.34,Whirlpool
P03750,Dove Soap Lite,Beauty,70052.27,Dove
P03751,H&M T-Shirt Pro,Fashion,71892.01,H&M
P03752,Asus Mouse Standard,Electronics,86787.6,Asus
P03753,Yonex Basketball Deluxe,Sports,59938.89,Yonex
P03754,Adidas Jacket Pro,Fashion,78104.56,Adidas
P03755,Oxford Workbook Standard,Books,84349.81,Oxford
P03756,Samsung Printer Plus,Electronics,26236.92,Samsung
P03757,Nilkamal Wardrobe Max,Furniture,42257.67,Nilkamal
P01702,Penguin Notebook Standard,Books,64597.52,Penguin
P03759,Dell Printer Lite,Electronics,2249.85,Dell
P03760,Samsung Smartwatch Pro,Electronics,88393.49,Samsung
P03761,Asus Printer Lite,Electronics,6938.9,Asus
P03762,Panasonic Mixer Grinder Pro,Home Appliances,68550.31,Panasonic
P03763,Urban Ladder Sofa Plus,Furniture,30189.48,Urban Ladder
P00064,Urban Ladder Bookshelf Standard,Furniture,82262.5,Urban Ladder
P03765,Tata Wheat Flour Deluxe,Groceries,41045.31,Tata
P03766,Nivea Shampoo Plus,Beauty,66314.69,Nivea
P03767,Nike Dumbbells Lite,Sports,26115.92,Nike
P03768,Nilkamal Sofa Standard,Furniture,54809.5,Nilkamal
P03769,Kellogg's Cooking Oil Deluxe,Groceries,21739.97,Kellogg's
P03770,Yonex Football Pro,Sports,7587.45,Yonex
P03771,Dove Lipstick Pro,Beauty,44200.86,Dove
P03772,Levis Hoodie Max,Fashion,12041.72,Levis
P03773,Penguin Notebook Max,Books,85715.06,Penguin
P03774,Samsung Headphones Plus,Electronics,53710.42,Samsung
P03775,Scholastic Workbook Deluxe,Books,40521.02,Scholastic
P03776,Kellogg's Coffee Deluxe,Groceries,,Kellogg's
P03777,Dell Mouse Lite,Electronics,38616.36,Dell
P03778,Nike T-Shirt Deluxe,Fashion,13365.4,Nike
P03779,Ikea Office Chair Max,Furniture,3768.22,Ikea
P03780,Reebok Running Shoes Pro,Sports,600.69,Reebok
P03781,Britannia Cooking Oil Pro,Groceries,5875.37,Britannia
P03782,Amul Wheat Flour Deluxe,Groceries,34086.4,Amul
P03783,Nestle Pasta Max,Groceries,72155.51,Nestle
P03784,Zara Dress Max,Fashion,97335.15,Zara
P03785,LG Vacuum Cleaner Deluxe,Home Appliances,73971.01,LG
P03786,McGrawHill Workbook Pro,Books,93857.1,McGrawHill
P03787,Urban Ladder Bookshelf Standard,Furniture,65400.49,Urban Ladder
P03788,Adidas Basketball Lite,Sports,60723.95,Adidas
P03789,LG Monitor Standard,Electronics,90127.35,LG
P03790,Levis Cap Pro,Fashion,49269.19,Levis
P03791,Adidas Hoodie Pro,Fashion,21843.76,Adidas
P03792,Panasonic Vacuum Cleaner Deluxe,Home Appliances,51558.69,Panasonic
P01359,Levis Jeans Standard,Fashion,29227.85,Levis
P03794,Britannia Biscuits Pro,Groceries,86183.47,Britannia
P03795,Whirlpool Refrigerator Deluxe,Home Appliances,54674.71,Whirlpool
P03796,Adidas Cap Deluxe,Fashion,78392.97,Adidas
P03797,Bosch Vacuum Cleaner Max,Home Appliances,88046.19,Bosch
P03798,Penguin Guidebook Deluxe,Books,32076.67,Penguin
P00536,HomeTown Bookshelf Standard,Furniture,29904.2,HomeTown
P03141,Yonex Dumbbells Max,Sports,65447.4,Yonex
P03801,Maybelline Shampoo Deluxe,Beauty,27684.51,Maybelline
P03802,Kellogg's Biscuits Plus,Groceries,6053.43,Kellogg's
P03803,,Books,11071.2,McGrawHill
P03804,Apple Laptop Standard,Electronics,58409.41,Apple
P03805,Biotique Soap Pro,Beauty,74445.04,Biotique
P03806,IFB Ceiling Fan Plus,Home Appliances,24481.45,IFB
P03807,Tata Rice Max,Groceries,10074.43,Tata
P03808,Asus Monitor Standard,Electronics,37462.72,Asus
P03809,Adidas Badminton Racket Deluxe,Sports,21317.12,Adidas
P03810,Urban Ladder Bed Frame Standard,Furniture,28616.9,Urban Ladder
P03811,Puma Dumbbells Pro,Sports,88962.84,Puma
P03812,Nivea Face Wash Lite,Beauty,27759.53,Nivea
P03813,Reebok Football Lite,Sports,55605.23,Reebok
P03814,Dell Printer Lite,Electronics,97020.29,Dell
P03815,Nike Football Pro,Sports,625.9,Nike
P03816,Britannia Tea Standard,Groceries,41875.38,Britannia
P03817,Whirlpool Washing Machine Lite,Home Appliances,80264.59,Whirlpool
P03818,Tata Coffee Standard,Groceries,76874.27,Tata
P03819,Reebok Running Shoes Lite,Sports,44338.39,Reebok
P03820,Maybelline Shampoo Lite,Beauty,53099.49,Maybelline
P03821,Nike Yoga Mat Standard,Sports,70656.15,Nike
P03822,Nivea Conditioner Max,Beauty,15738.94,Nivea
P03823,Samsung Monitor Deluxe,Electronics,69527.46,Samsung
P03824,Dell Tablet Plus,Electronics,16799.56,Dell
P03825,HP Smartphone Pro,Electronics,70554.82,HP
P03826,Dove Shampoo Max,Beauty,10706.98,Dove
P03827,Cosco Running Shoes Plus,Sports,13991.03,Cosco
P03828,Zara Saree Pro,Fashion,10439.89,Zara
P03829,Acer Camera Max,Electronics,92595.51,Acer
P03830,Urban Ladder Bed Frame Max,Furniture,60154.87,Urban Ladder
P03831,Britannia Cereal Pro,Groceries,71112.96,Britannia
P03832,HP Printer Deluxe,Electronics,9859.25,HP
P03833,Adidas Dumbbells Standard,Sports,39296.8,Adidas
P03834,HomeTown Study Table Plus,Furniture,80738.68,HomeTown
P03835,Scholastic Notebook Lite,Books,72344.95,Scholastic
P03836,Scholastic Children Book Deluxe,Books,72694.32,Scholastic
P03837,H&M Kurta Standard,Fashion,93282.09,H&M
P03838,Biotique Moisturizer Deluxe,Beauty,54639.48,Biotique
P03839,Oxford Textbook Standard,Books,12172.12,Oxford
P03840,HP Mouse Lite,Electronics,56926.74,HP
P03841,Panasonic Water Purifier Max,Home Appliances,67942.3,Panasonic
P03842,Penguin Guidebook Pro,Books,34892.33,Penguin
P03843,Nike Basketball Lite,Sports,24555.08,Nike
P03844,Puma Cricket Bat Deluxe,Sports,97281.87,Puma
P03845,Urban Ladder Study Table Deluxe,Furniture,33289.6,Urban Ladder
P03846,Sony Headphones Max,Electronics,38829.31,Sony
