line_item_id,transaction_id,product_id,quantity,price
6213,T15811,P364,5,45764.65
6214,T17660,P310,3,4869.12
6215,T12560,P447,3,25475.69
6216,T5346,P182,1,8321.54
6217,T4236,P247,1,40064.94
6218,T5986,P117,1,1594.35
6219,T19434,P462,5,
6220,T20693,P223,4,9583.91
6221,T20826,P203,4,25200.0
6222,T11861,P535,5,31825.75
6223,T19213,P539,5,17363.14
6224,T9146,P111,1,18576.44
6225,T17575,P562,4,44039.32
6226,T14644,P378,5,11060.02
6227,T16412,P590,4,17318.61
6228,T4853,P260,1,40864.92
6229,T9494,P224,4,32433.56
6230,T19292,P312,1,49322.18
6231,T1271,P536,1,28942.57
6232,T19580,P550,2,39208.39
6233,T1818,P533,1,21716.65
6234,T4739,P539,1,26019.21
6235,T14166,P150,4,29846.06
6236,T2558,P240,2,45932.98
6237,T4166,P287,5,9126.9
6238,T9303,P193,1,11372.37
6239,T3596,P505,5,6412.72
6240,T3979,P396,3,21328.94
6241,T17034,P341,1,17018.18
6242,T10419,P164,3,1458.02
6243,T17388,P181,5,3906.43
6244,T9731,P294,2,21938.51
6245,T19075,P310,5,31649.38
6246,T12057,P508,2,6331.98
6247,T3827,P526,5,44386.58
6248,T20637,P214,1,13067.25
6249,T20623,P121,3,22636.89
6250,T15188,P216,1,44282.04
6251,T17468,P402,1,9260.52
6252,T17816,P288,4,39215.8
6253,T18641,P233,5,49156.47
6254,T16452,P558,1,23858.85
6255,T3337,P215,1,2212.03
6256,T7264,P105,4,22004.19
6257,T18089,P219,3,26451.5
6258,T19248,P359,3,4052.54
6259,T6818,P453,1,46413.08
6260,T3213,P236,3,4909.16
6261,T14106,P567,3,14086.27
6262,T11537,P366,5,43072.79
6263,T6102,P283,4,23113.57
6264,T4044,P441,3,
6265,T2641,P459,5,16248.79
6266,T11517,P247,1,44544.02
6267,T12313,P585,5,23111.85
6268,T1742,P237,1,27719.98
6269,T11039,P492,3,
6270,T2808,P421,4,10213.78
6271,T18346,P430,4,12874.34
6272,T3742,P402,5,45663.09
6273,T2009,P160,4,44622.81
6274,T11871,P148,4,15287.17
6275,T9648,P180,3,39889.14
6276,T4911,P224,4,49142.64
6277,T4159,P172,2,44149.47
6278,T9164,P147,4,41545.74
6279,T10899,P257,5,
6280,T20266,P150,5,10514.41
6281,T12546,P480,5,49060.65
6282,T5689,P282,3,22232.23
6283,T7859,P511,3,5662.95
6284,T7823,P553,3,5135.07
6285,T19613,P207,1,22226.51
6286,T18278,P440,3,47623.06
6287,T12430,P138,5,35076.88
6288,T9508,P425,4,16062.81
6289,T2472,P505,2,
6290,T14864,P315,4,37659.55
6291,T16692,P350,,42370.85
6292,T7863,P107,3,49138.3
6293,T11067,P300,1,16566.64
6294,T12147,P148,5,11449.03
6295,T7968,P207,5,24647.23
6296,T8289,P282,1,22903.65
6297,T17215,P276,4,31116.85
6298,T13039,P485,5,5551.02
6299,T5110,P124,1,37935.21
6300,T2733,P316,3,40763.92
6301,T15150,P214,3,31454.76
6302,T6859,P577,4,5638.28
6303,T1012,P417,5,27390.4
6304,T1532,P519,1,23616.66
6305,T4188,P176,1,21038.65
6306,T12841,P574,3,45840.42
6307,T18709,P181,4,24369.07
6308,T10827,P226,4,29282.37
6309,T8480,P461,3,34802.6
6310,T15786,P563,5,3031.52
6311,T17597,P286,1,14156.92
6312,T20365,P453,5,20640.6
6313,T18670,P250,4,40713.72
6314,T2337,P136,3,3924.71
6315,T15027,P145,2,45196.46
6316,T17429,P347,2,45721.74
6317,T4992,P118,3,25371.4
6318,T10019,P338,2,48452.33
6319,T8288,P508,3,36904.57
6320,T10591,P213,4,7674.01
6321,T13003,P244,5,17166.16
6322,T18123,P168,,37507.05
6323,T15567,P489,2,15271.56
6324,T9603,P599,2,32496.65
6325,T5406,P300,2,4118.67
6326,T14853,P231,5,45824.53
6327,T9149,P365,1,14596.48
6328,T15811,P193,3,46545.67
6329,T15684,P310,5,13565.93
6330,T13277,P374,3,31410.21
6331,T15595,P252,1,
6332,T1566,P172,2,11356.99
6333,T7675,P488,3,12316.23
6334,T1449,P246,2,40365.5
6335,T11846,P197,5,5095.83
6336,T13991,P272,2,37252.7
6337,T9868,P153,2,4179.86
6338,T15817,P240,3,47789.52
6339,T19002,P356,1,1592.84
6340,T19073,P563,2,33916.77
6341,T5124,P282,5,8561.49
6342,T18103,P193,5,48147.18
6343,T3240,P573,2,2402.18
6344,T18783,P508,4,33439.48
6345,T11791,P306,5,46143.15
6346,T18997,P204,1,28856.47
6347,T17572,P176,5,17598.81
6348,T13137,P239,1,29375.29
6349,T20575,P465,3,36630.64
6350,T1947,P524,5,43953.12
6351,T14653,P136,,15587.51
6352,T14273,P349,3,38461.89
6353,T16638,P231,1,30571.37
6354,T13302,P291,2,17099.85
6355,T16507,P292,5,19963.78
6356,T13155,P177,5,23818.66
6357,T20012,P379,3,15743.35
6358,T17653,P434,5,12386.72
6359,T17334,P584,3,8765.05
6360,T18570,P316,2,24129.24
6361,T18530,P143,3,20354.27
6362,T17338,P589,1,24047.55
6363,T2420,P473,2,35207.58
6364,T3280,P234,1,14903.3
6365,T5842,P117,5,18743.59
6366,T11770,P275,5,16319.93
6367,T5368,P431,1,32806.23
6368,T7223,P427,4,31405.24
6369,T12255,P598,2,
6370,T17651,P442,1,40437.76
6371,T3671,P532,3,2280.29
6372,T1689,P430,1,45996.91
6373,T8594,P271,1,40630.66
6374,T7926,P344,5,2988.85
6375,T11088,P177,3,20847.15
6376,T18369,P418,2,6975.69
6377,T4690,P427,2,4677.35
6378,T5211,P560,2,7108.41
6379,T11967,P163,2,21087.87
6380,T1563,P304,1,11630.41
6381,T8003,P218,4,13236.06
6382,T1607,P205,2,42470.92
6383,T10559,P312,4,34025.64
6384,T7255,P143,2,20022.76
6385,T8068,P183,1,4541.24
6386,T20324,P514,5,29002.88
6387,T12677,P246,2,45420.31
6388,T4057,P358,3,24536.76
6389,T1319,P296,4,10588.22
6390,T14847,P268,2,6383.53
6391,T4930,P595,1,38584.58
6392,T16311,P597,5,36172.05
6393,T9325,P141,1,4812.27
6394,T4685,P245,5,36220.27
6395,T20913,P321,1,
6396,T17855,P287,4,27615.96
6397,T3426,P286,4,34957.55
6398,T13762,P101,4,38621.11
6399,T2885,P291,3,31827.7
6400,T13520,P180,2,26793.04
6401,T8625,P304,4,10935.17
6402,T13999,P356,4,8198.47
6403,T5266,P465,1,17040.2
6404,T20351,P516,2,2121.03
6405,T12413,P540,2,39998.89
6406,T1690,P295,5,2664.18
6407,T13794,P396,3,14431.0
6408,T9757,P224,5,49553.91
6409,T17566,P560,4,42643.66
6410,T20142,P422,4,16517.79
6411,T17523,P396,4,23672.3
6412,T1393,P524,5,23252.83
6413,T8301,P116,5,11956.59
6414,T5054,P494,4,21831.08
6415,T18208,P212,5,49750.01
6416,T17001,P474,2,9958.71
6417,T6071,P593,1,18435.6
6418,T4431,P132,2,48997.78
6419,T19377,P390,5,39203.14
6420,T15929,P458,2,43698.71
6421,T2009,P109,4,41077.34
6422,T9370,P539,4,6330.29
6423,T14196,P414,2,44458.59
6424,T7991,P439,1,47240.28
6425,T2007,P166,1,42563.68
6426,T15447,P327,2,23818.31
6427,T17482,P445,3,13640.7
6428,T19402,P276,4,17589.97
6429,T6505,P157,1,40192.91
6430,T4818,P225,1,37246.33
6431,T19836,P473,3,26746.88
6432,T7829,P472,3,16585.67
6433,T14374,P226,4,25341.19
6434,T5619,P106,2,28278.14
6435,T5516,P591,4,49793.67
6436,T6154,P525,4,36068.52
6437,T20226,P527,1,39576.1
6438,T10739,P239,1,26242.4
6439,T5896,P220,5,36603.7
6440,T16179,P210,3,36275.45
6441,T4377,P511,1,23462.09
6442,T11457,P114,1,8184.95
6443,T4557,P565,3,33246.67
6444,T5070,P516,1,28162.33
6445,T15256,P349,4,38633.3
6446,T13388,P364,5,44038.8
6447,T20114,P471,4,46355.16
6448,T14896,P403,1,39197.14
6449,T15601,P299,1,43247.59
6450,T14876,P387,2,24144.32
6451,T16003,P502,4,44742.14
6452,T15263,P335,5,34409.94
6453,T14657,P507,5,6739.02
6454,T16523,P129,3,49631.33
6455,T6369,P421,5,26926.28
6456,T7831,P464,4,
6457,T20610,P572,1,18286.72
6458,T19213,P597,4,256.26
6459,T18131,P284,4,920.25
6460,T16833,P336,4,37179.93
6461,T14646,P424,1,5032.91
6462,T2523,P264,1,35928.58
6463,T3004,P215,2,33868.85
6464,T20123,P496,4,35794.8
6465,T15105,P414,4,6572.03
6466,T7338,P503,5,8345.8
6467,T2283,P507,4,34892.57
6468,T5426,P181,1,20465.94
6469,T15083,P283,1,15185.64
6470,T4271,P375,4,13605.56
6471,T14222,P200,2,47469.97
6472,T20404,P242,1,40290.9
6473,T13720,P337,3,15153.67
6474,T4510,P579,3,36857.03
6475,T10381,P303,2,45946.1
6476,T20544,P274,1,33271.77
6477,T1392,P467,,19935.34
6478,T16175,P139,2,41214.55
6479,T8905,P283,4,37588.27
6480,T1644,P505,1,23634.56
6481,T20167,P257,3,2361.63
6482,T12108,P277,3,2305.34
6483,T20405,P558,3,20794.13
6484,T19589,P420,4,9172.98
6485,T4631,P536,1,23941.91
6486,T18452,P223,1,37638.0
6487,T13875,P495,1,12083.34
6488,T9049,P468,3,46540.1
6489,T14442,P451,1,45969.28
6490,T13541,P462,1,46795.09
6491,T13750,P598,4,35541.21
6492,T1862,P250,3,25594.25
6493,T6108,P423,5,37895.99
6494,T7391,P204,2,3661.14
6495,T3746,P402,2,11225.72
6496,T20156,P549,2,1835.22
6497,T20863,P316,3,2700.03
6498,T17886,P133,5,41335.53
6499,T8687,P132,3,4558.42
6500,T2135,P287,3,19871.61
6501,T11688,P529,1,23756.01
6502,T15289,P593,1,11664.0
6503,T8742,P314,5,22281.75
6504,T3065,P415,2,10278.04
6505,T16401,P414,5,18264.13
6506,T9790,P525,5,15484.18
6507,T16990,P208,3,18001.31
6508,T16944,P276,2,47125.62
6509,T5806,P123,1,8852.05
6510,T4520,P276,3,33817.98
6511,T16131,P487,1,21986.83
6512,T16908,P387,3,12375.26
6513,T14861,P500,5,
6514,T7270,P570,5,31208.51
6515,T12681,P138,4,26289.82
6516,T1813,P159,,44501.86
6517,T10090,P541,4,3154.96
6518,T15306,P449,3,44610.28
6519,T17009,P476,3,8925.99
6520,T10363,P586,1,10429.31
6521,T1786,P233,5,13468.37
6522,T12422,P145,,48564.65
6523,T11805,P174,3,3430.68
6524,T18447,P122,5,10940.06
6525,T17242,P190,1,24638.29
6526,T13707,P587,3,
6527,T15797,P575,1,
6528,T3292,P319,5,25998.79
6529,T9646,P123,3,45114.16
6530,T18547,P565,4,27236.17
6531,T17715,P301,2,12063.01
6532,T18059,P162,1,10310.62
6533,T4464,P243,1,43351.84
6534,T7272,P536,5,
6535,T19652,P383,3,42573.19
6536,T7596,P169,1,21065.75
6537,T16487,P117,2,33018.26
6538,T18281,P141,5,18107.31
6539,T6573,P437,2,11952.39
6540,T7986,P510,1,8746.02
6541,T2067,P477,2,10392.48
6542,T19481,P329,,15198.4
6543,T9119,P252,5,2069.38
6544,T17399,P151,5,42759.18
6545,T19633,P360,2,32413.43
6546,T5132,P516,4,8028.5
6547,T18681,P475,2,3906.61
6548,T5766,P221,5,653.56
6549,T14515,P277,2,19837.09
6550,T1055,P335,4,1960.82
6551,T17466,P132,2,42980.45
6552,T17767,P175,2,353.01
6553,T14372,P422,1,21804.17
6554,T6396,P432,5,13158.17
6555,T12924,P344,1,3711.39
6556,T1418,P123,2,433.56
6557,T5519,P342,1,43474.4
6558,T2534,P282,4,22489.08
6559,T19102,P548,2,40958.23
6560,T1461,P165,5,10703.48
6561,T20713,P318,4,14277.35
6562,T8376,P170,1,24230.04
6563,T17130,P588,1,47637.67
6564,T14853,P198,2,29192.19
6565,T15626,P517,2,10001.17
6566,T6108,P256,3,24472.08
6567,T9715,P550,5,27801.77
6568,T17137,P134,2,19946.25
6569,T17689,P206,4,37401.86
6570,T6698,P286,4,19800.48
6571,T6794,P410,2,20192.46
6572,T4158,P451,2,28247.93
6573,T18608,P584,5,16031.95
6574,T2255,P187,5,40919.8
6575,T13851,P572,2,14055.39
6576,T9204,P561,,45987.33
6577,T2659,P532,4,26941.23
6578,T1805,P181,2,6662.28
6579,T18946,P447,5,3041.11
6580,T16431,P429,5,46904.45
6581,T16386,P230,1,11577.43
6582,T19580,P548,4,41850.02
6583,T19609,P332,5,563.69
6584,T5855,P169,4,1272.85
6585,T20755,P425,,43313.64
6586,T19542,P531,4,30597.9
6587,T11055,P410,1,5583.48
6588,T6069,P376,3,34167.33
6589,T8779,P466,4,11986.47
6590,T14439,P471,1,11999.36
6591,T8910,P329,2,13220.99
6592,T20229,P588,2,46451.03
6593,T3186,P246,5,26653.61
6594,T15571,P111,2,9510.69
6595,T5491,P312,1,2203.44
6596,T4083,P333,5,7139.76
6597,T2261,P323,5,30522.78
6598,T3941,P264,5,21151.55
6599,T14878,P454,3,4434.59
6600,T11472,P351,4,19856.38
6601,T8809,P326,1,13072.51
6602,T2795,P118,1,10075.33
6603,T14207,P448,4,9054.31
6604,T18926,P107,3,17135.56
6605,T20472,P537,3,39633.03
6606,T13388,P557,3,31326.03
6607,T16464,P283,4,17841.53
6608,T4211,P181,3,3388.62
6609,T17744,P393,1,29775.01
6610,T4590,P530,3,34028.16
6611,T3528,P519,2,15067.4
6612,T18279,P229,3,12301.82
6613,T12213,P272,5,30069.99
6614,T16726,P266,5,31745.31
6615,T13693,P586,3,49331.67
6616,T15085,P548,4,4342.43
6617,T5426,P476,1,47285.18
6618,T19379,P349,3,18362.55
6619,T14287,P105,4,23448.78
6620,T8308,P327,2,
6621,T7287,P412,2,49185.56
6622,T16344,P481,1,47078.17
6623,T19571,P513,4,32855.0
6624,T5008,P399,2,26976.83
6625,T15931,P348,2,
6626,T9627,P518,2,26229.68
6627,T9086,P590,5,31434.63
6628,T14173,P475,3,12338.49
6629,T7487,P245,5,29706.81
6630,T20900,P452,2,521.02
6631,T17417,P287,4,15911.45
6632,T11730,P266,2,20777.78
6633,T8514,P189,4,23914.08
6634,T9644,P366,1,4915.58
6635,T11409,P531,4,45201.06
6636,T1600,P261,1,37549.42
6637,T18376,P106,2,8591.37
6638,T9430,P497,4,26523.32
6639,T19284,P476,4,6019.26
6640,T5865,P399,4,34764.76
6641,T3130,P238,4,37496.02
6642,T1858,P148,2,48926.98
6643,T12658,P141,2,3141.13
6644,T14054,P400,3,20799.83
6645,T13686,P226,4,9804.72
6646,T7533,P190,5,776.79
6647,T9039,P370,1,11977.14
6648,T12959,P273,5,14296.3
6649,T20972,P503,2,39364.77
6650,T4414,P491,1,44226.38
6651,T18589,P227,3,29195.57
6652,T15537,P195,3,26599.12
6653,T8224,P127,3,2531.71
6654,T12454,P352,4,24563.81
6655,T6898,P473,4,40498.72
6656,T19042,P390,1,46702.81
6657,T9762,P591,4,9432.85
6658,T14611,P157,3,40636.02
6659,T16399,P103,,46795.84
6660,T20169,P237,2,38094.59
6661,T13936,P210,1,10416.62
6662,T19745,P338,2,2748.48
6663,T10826,P449,2,2452.51
6664,T20907,P343,5,28822.59
6665,T15184,P205,2,28181.52
6666,T1337,P368,3,24736.71
6667,T17898,P252,4,10590.36
6668,T19637,P460,2,4491.12
6669,T19851,P200,2,36573.89
6670,T7352,P101,4,29094.73
6671,T14771,P210,4,2415.52
6672,T9672,P108,1,45891.43
6673,T3869,P412,3,5330.21
6674,T5899,P390,5,20609.78
6675,T14909,P199,3,32740.98
6676,T2724,P130,3,36455.76
6677,T6267,P381,1,17603.14
6678,T7474,P421,3,12781.34
6679,T1523,P576,4,40268.32
6680,T9748,P341,4,19403.42
6681,T16177,P561,2,38722.85
6682,T13753,P521,1,46151.89
6683,T9844,P365,1,1117.47
6684,T19425,P575,2,2047.99
6685,T11102,P499,4,14876.15
6686,T17207,P319,4,34287.49
6687,T19022,P386,2,40308.9
6688,T14966,P227,3,46771.35
6689,T20472,P327,3,1676.05
6690,T20630,P171,1,11693.71
6691,T8767,P376,2,40177.03
6692,T1448,P309,1,44039.48
6693,T16652,P368,4,13355.56
6694,T18060,P478,5,38867.85
6695,T13351,P110,5,25914.39
6696,T8177,P519,2,37675.05
6697,T19708,P448,3,5560.2
6698,T9068,P507,3,40567.88
6699,T15669,P291,1,41777.92
6700,T19461,P499,4,39006.92
6701,T9037,P263,3,29616.71
6702,T9902,P350,5,616.3
6703,T13034,P584,3,47772.32
6704,T3369,P186,5,42170.9
6705,T3040,P313,,4934.27
6706,T12611,P568,2,38579.26
6707,T11833,P483,3,34483.65
6708,T18148,P282,5,48833.26
6709,T9841,P497,2,11369.95
6710,T11430,P256,4,36492.37
6711,T4522,P301,1,13603.86
6712,T4535,P160,3,33846.54
6713,T5783,P397,4,23852.45
6714,T11332,P284,1,827.12
6715,T2488,P110,2,22676.27
6716,T20292,P461,3,27219.16
6717,T2825,P217,5,32250.71
6718,T16240,P540,3,36651.58
6719,T16070,P585,2,20683.44
6720,T9909,P242,4,41739.99
6721,T10365,P326,2,3424.52
6722,T1702,P546,2,11061.42
6723,T10578,P158,5,20515.48
6724,T18452,P393,3,38134.1
6725,T11639,P299,4,28483.33
6726,T6715,P486,1,26657.86
6727,T13338,P282,3,17858.19
6728,T14963,P556,1,45950.89
6729,T20335,P179,4,46010.09
6730,T3406,P382,1,39999.64
6731,T12427,P307,1,49695.96
6732,T7640,P161,3,41359.01
6733,T14803,P542,2,22183.28
6734,T14544,P330,5,4786.69
6735,T9234,P344,4,31314.08
6736,T20357,P536,1,48544.7
6737,T20357,P183,2,41824.11
6738,T20675,P363,4,48515.13
6739,T15144,P175,4,4189.18
6740,T18744,P172,3,31700.02
6741,T16211,P257,1,32970.29
6742,T20975,P494,1,40211.61
6743,T4125,P526,4,37287.98
6744,T4588,P229,2,46131.72
6745,T12290,P369,4,30542.6
6746,T14066,P234,4,47678.14
6747,T5394,P559,4,38577.22
6748,T16929,P524,5,36280.47
6749,T3637,P388,3,15112.28
6750,T3065,P560,4,31483.42
6751,T4963,P265,4,929.32
6752,T3313,P137,3,16631.69
6753,T17191,P424,4,
6754,T20366,P157,1,37200.62
6755,T3371,P506,1,31007.57
6756,T17654,P167,3,45918.95
6757,T5569,P418,,7877.7
6758,T6502,P527,4,14036.18
6759,T10910,P511,1,1864.93
6760,T11922,P386,4,1718.89
6761,T16161,P312,3,13792.08
6762,T1502,P178,2,17299.73
6763,T18887,P442,4,43351.67
6764,T5398,P534,2,3316.54
6765,T6202,P427,5,224.04
6766,T16138,P294,5,46426.86
6767,T16984,P370,2,5100.44
6768,T13760,P181,,30437.25
6769,T7359,P473,4,22247.86
6770,T12998,P293,1,25410.71
6771,T5589,P183,3,3051.65
6772,T7459,P293,4,37627.47
6773,T1673,P599,3,36647.24
6774,T20678,P559,2,32028.31
6775,T3532,P531,1,4111.66
6776,T3262,P225,3,16376.43
6777,T3481,P273,5,47715.67
6778,T1277,P246,3,12673.25
6779,T11733,P223,3,9816.39
6780,T9425,P317,4,23848.55
6781,T6481,P118,1,21607.96
6782,T16753,P548,1,6101.72
6783,T12914,P559,5,16169.01
6784,T16986,P287,3,40669.26
6785,T16054,P361,3,4335.6
6786,T4079,P383,2,11539.17
6787,T7749,P446,3,41034.11
6788,T11679,P265,5,272.64
6789,T16918,P495,4,35080.24
6790,T8804,P149,2,41330.19
6791,T4819,P106,5,36342.74
6792,T11222,P423,3,23978.58
6793,T8735,P577,3,21471.81
6794,T8735,P464,5,18796.23
6795,T11885,P384,5,17341.82
6796,T16566,P316,1,26617.79
6797,T9647,P131,1,11597.62
6798,T4463,P111,3,38997.51
6799,T9535,P377,2,30165.65
6800,T13701,P332,4,29791.29
6801,T18568,P298,3,
6802,T1914,P466,3,34718.86
6803,T7149,P391,2,12747.99
6804,T17086,P291,4,16260.7
6805,T12168,P274,1,39657.33
6806,T7496,P129,3,18576.95
6807,T5836,P153,4,26698.69
6808,T18985,P205,1,45240.31
6809,T9111,P567,5,28101.55
6810,T3395,P487,2,6985.18
6811,T17980,P538,4,5474.86
6812,T3991,P187,3,38164.27
6813,T3501,P554,5,34301.1
6814,T8492,P522,4,22560.6
6815,T7237,P583,5,11067.86
6816,T3302,P386,4,20832.58
6817,T1240,P256,2,38866.26
6818,T5103,P112,5,44549.96
6819,T6049,P583,1,33390.27
6820,T14657,P215,3,32581.39
6821,T2413,P532,2,18215.02
6822,T18454,P450,1,16678.85
6823,T3315,P395,4,46798.02
6824,T18800,P495,4,18337.34
6825,T15958,P459,4,33578.37
6826,T2412,P186,3,49847.69
6827,T10447,P289,2,40336.63
6828,T1202,P523,5,22389.73
6829,T13886,P316,2,49580.42
6830,T20664,P516,5,11598.83
6831,T13137,P278,3,49324.44
6832,T1242,P310,2,30529.12
6833,T17518,P218,3,45691.8
6834,T18180,P457,5,46701.54
6835,T9052,P560,2,36191.2
6836,T14604,P202,3,23763.19
6837,T7720,P412,4,32635.45
6838,T14808,P215,5,22524.46
6839,T2711,P586,5,27301.01
6840,T10020,P112,2,17738.52
6841,T13632,P321,3,39894.4
6842,T11320,P438,4,36094.67
6843,T18462,P394,1,16899.62
6844,T9933,P529,4,6360.44
6845,T16699,P282,2,16938.97
6846,T19705,P174,1,24914.12
6847,T9410,P361,5,7028.8
6848,T15119,P149,2,23788.88
6849,T11743,P156,1,46175.62
6850,T9011,P162,1,48130.52
6851,T11751,P129,2,11289.8
6852,T8437,P103,3,33824.9
6853,T20060,P574,4,32388.46
6854,T12929,P423,4,46510.73
6855,T1565,P240,2,42329.23
6856,T11859,P216,4,19927.36
6857,T20721,P161,4,37719.7
6858,T6477,P123,4,41025.36
6859,T6453,P350,2,28728.88
6860,T11419,P300,3,33181.59
6861,T7465,P569,4,12153.21
6862,T5053,P341,1,39981.52
6863,T12472,P209,3,25360.35
6864,T15798,P423,1,41743.62
6865,T12412,P309,5,10157.29
6866,T19685,P351,4,9385.47
6867,T9069,P379,3,2523.43
6868,T11694,P464,2,7543.22
6869,T13388,P329,3,46066.11
6870,T2055,P570,3,26238.71
6871,T11560,P404,3,14888.09
6872,T20178,P246,5,15311.63
6873,T17567,P204,3,27088.99
6874,T18430,P385,3,36117.63
6875,T10371,P380,1,46385.27
6876,T10242,P502,3,
6877,T14268,P450,2,27905.13
6878,T12272,P398,4,31768.05
6879,T4990,P187,3,7014.75
6880,T7706,P524,4,27351.53
6881,T20020,P408,5,33108.15
6882,T11431,P144,2,
6883,T14846,P294,3,18004.5
6884,T4328,P302,3,34109.29
6885,T11265,P164,5,20881.68
6886,T12261,P488,5,13348.5
6887,T7858,P294,2,11314.59
6888,T15124,P238,5,10483.21
6889,T12463,P349,3,17531.89
6890,T13235,P412,1,23180.85
6891,T5711,P561,5,7867.79
6892,T4085,P309,4,45321.26
6893,T20201,P259,4,18081.0
6894,T17120,P169,2,9565.31
6895,T18818,P281,5,46526.83
6896,T20444,P414,4,31427.82
6897,T13410,P213,2,21603.61
6898,T18627,P206,3,9521.4
6899,T15360,P338,4,4286.29
6900,T20400,P231,2,32684.59
6901,T18766,P438,3,41865.66
6902,T17971,P490,1,35625.41
6903,T1310,P423,3,33861.85
6904,T3779,P161,4,158.03
6905,T12905,P557,1,42000.79
6906,T19602,P579,3,12520.35
6907,T5337,P437,5,32393.91
6908,T10414,P329,1,18273.71
6909,T14368,P429,5,303.09
6910,T8114,P396,4,16691.49
6911,T1685,P197,4,
6912,T10574,P202,4,6755.89
6913,T8524,P381,1,12299.24
6914,T17064,P599,1,45361.29
6915,T9737,P245,1,36144.59
6916,T13035,P446,5,34735.54
6917,T19098,P242,2,29847.56
6918,T10781,P138,1,47173.53
6919,T4897,P418,5,23211.77
6920,T9611,P131,3,7892.85
6921,T3686,P139,1,26030.22
6922,T8436,P388,,8354.65
6923,T9234,P522,4,18415.29
6924,T19621,P373,4,30884.27
6925,T19448,P551,2,3699.28
6926,T10821,P181,3,47970.59
6927,T20646,P284,1,14283.98
6928,T17925,P508,3,43043.45
6929,T1221,P551,3,42838.56
6930,T7789,P266,1,1721.27
6931,T5477,P334,1,24909.0
6932,T11017,P514,1,6831.69
6933,T14726,P357,3,26865.56
6934,T1281,P450,4,20610.63
6935,T16516,P371,3,37730.19
6936,T18316,P523,4,38501.23
6937,T20021,P235,4,2911.61
6938,T1600,P176,2,9095.49
6939,T3808,P361,1,22267.68
6940,T5103,P384,4,11711.91
6941,T6745,P358,2,21363.59
6942,T13075,P133,2,37879.79
6943,T11666,P234,3,42877.77
6944,T12599,P576,4,46314.38
6945,T16056,P432,1,23292.53
6946,T16377,P432,5,41547.52
6947,T4978,P148,5,26278.27
6948,T13527,P504,3,47472.34
6949,T15734,P475,5,9202.9
6950,T16647,P136,1,21523.38
6951,T19385,P164,3,48754.07
6952,T6318,P341,2,20725.31
6953,T12978,P250,5,30353.73
6954,T6384,P512,4,30033.41
6955,T5983,P387,1,47565.37
6956,T5982,P297,2,46741.87
6957,T17759,P435,3,2436.37
6958,T2254,P286,3,41926.68
6959,T6773,P220,3,2408.63
6960,T7173,P535,4,27352.58
6961,T13991,P510,2,17224.23
6962,T5030,P400,5,37358.73
6963,T6306,P443,1,21683.72
6964,T18703,P217,5,28439.13
6965,T12133,P492,5,5418.58
6966,T9692,P267,4,44608.5
6967,T12737,P389,4,42510.8
6968,T17766,P223,1,22196.4
6969,T4963,P591,1,16106.9
6970,T13799,P542,4,29641.8
6971,T7639,P471,1,35296.93
6972,T6756,P434,3,39368.32
6973,T13146,P346,2,38734.91
6974,T9531,P159,1,22915.2
6975,T11322,P447,3,45098.61
6976,T9551,P226,3,471.9
6977,T5746,P506,2,4224.04
6978,T19547,P401,3,19691.21
6979,T15738,P348,2,2460.32
6980,T19162,P168,1,21818.63
6981,T16296,P359,3,32706.24
6982,T14635,P436,1,3875.42
6983,T19026,P493,1,31989.07
6984,T14573,P481,1,26889.53
6985,T9514,P463,5,37908.12
6986,T18291,P346,2,31122.46
6987,T16351,P147,4,28562.7
6988,T5543,P259,4,35848.36
6989,T9255,P470,3,20949.01
6990,T14755,P457,1,38693.77
6991,T17185,P243,2,30494.69
6992,T9095,P544,3,38306.91
6993,T5479,P143,5,40345.19
6994,T12174,P547,2,47460.85
6995,T5672,P485,3,11064.33
6996,T5126,P258,2,34871.08
6997,T19926,P525,3,13971.05
6998,T3536,P373,4,28886.5
6999,T16107,P279,1,3904.72
7000,T9624,P553,1,37819.31
7001,T16446,P594,4,9937.58
7002,T7237,P593,4,11284.33
7003,T12704,P171,1,36530.41
7004,T20241,P307,5,42620.99
7005,T16448,P152,1,30434.81
7006,T18925,P599,4,29829.93
7007,T13081,P508,2,33362.22
7008,T12684,P475,4,46166.83
7009,T1553,P550,2,13296.42
7010,T10877,P315,2,14920.73
7011,T10859,P357,4,32959.55
7012,T15190,P551,5,38077.47
7013,T17907,P183,3,16343.75
7014,T4781,P496,5,11528.31
7015,T15802,P259,3,958.04
7016,T17874,P288,5,
7017,T14335,P286,1,34795.85
7018,T15122,P230,4,17414.05
7019,T8109,P445,1,1909.94
7020,T18341,P378,4,2764.0
7021,T12704,P126,3,15577.55
7022,T16134,P285,3,47478.78
7023,T19635,P308,2,18652.03
7024,T3053,P280,,7742.8
7025,T10003,P311,3,4354.02
7026,T15389,P339,2,39100.65
7027,T6944,P266,1,31283.2
7028,T19772,P282,1,20722.95
7029,T5677,P398,2,16505.9
7030,T8596,P486,3,30195.92
7031,T11234,P232,5,4700.62
7032,T12338,P497,4,18440.18
7033,T10282,P322,4,22893.01
7034,T2085,P355,4,27283.71
7035,T11200,P482,3,22442.95
7036,T7623,P199,3,13220.31
7037,T10647,P247,3,41107.92
7038,T3997,P510,2,44326.63
7039,T18030,P206,5,17485.72
7040,T6977,P104,1,44680.35
7041,T13254,P465,2,
